pidx,jhno,pno,url,status,name,yomi,spot
3653,82,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4630/,,鹿児島城新照院口跡,,鹿児島県鹿児島市
3654,82,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4631/,,鹿児島城岩崎口跡,,鹿児島県鹿児島市
3655,82,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4632/,県指定史跡,鹿児島城本丸跡,,鹿児島県鹿児島市
3656,82,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4633/,,鹿児島城二之丸跡,,鹿児島県鹿児島市
3657,82,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4634/,,探勝園,,鹿児島県鹿児島市
3658,82,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4635/,,照国神社,,鹿児島県鹿児島市
3659,82,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4636/,県指定史跡,私学校跡石塀,,鹿児島県鹿児島市
3660,82,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4637/,市指定有形文化財（歴史資料）,天保年間鹿児島城下絵図,,鹿児島県鹿児島市
3661,82,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4638/,,喜入旧麓,,鹿児島県鹿児島市
3662,82,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4639/,,給黎城跡,,鹿児島県鹿児島市
3663,82,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4640/,,肝付家歴代墓地,,鹿児島県鹿児島市
3664,82,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4641/,,南方神社,,鹿児島県鹿児島市
3665,82,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4642/,,香梅ヶ渕,,鹿児島県鹿児島市
3666,82,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4643/,国重伝建,出水麓,いずみふもと,鹿児島県出水市
3667,82,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4644/,市指定史跡,城山(亀ヶ城・花見ヶ城),,鹿児島県出水市
3668,82,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4645/,国重伝建、県指定有形(建造物),出水御仮屋門,いずみおかりやもん,鹿児島県出水市
3669,82,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4646/,国重伝建、市指定有形(建造物),旧税所家住宅,きゅうさいしょけじゅうたく,鹿児島県出水市
3670,82,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4647/,国重伝建、市指定有形(建造物),旧竹添家住宅,きゅうたけぞえけじゅうたく,鹿児島県出水市
3671,82,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4648/,市指定史跡,野間の関跡,,鹿児島県出水市
3672,82,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4649/,県指定無形(民俗),出水の種子島楽,,鹿児島県出水市
3673,82,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4650/,未指定,湯川内温泉,,鹿児島県出水市
3674,82,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4651/,市指定有形(歴史資料),出水麓歴史館収蔵資料,,鹿児島県出水市
3675,82,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4652/,未指定,垂水麓,,鹿児島県垂水市
3676,82,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4653/,未指定,林之城跡,,鹿児島県垂水市
3677,82,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4654/,県指定有形文化財建造物,お長屋,,鹿児島県垂水市
3678,82,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4655/,未指定,垂水島津家墓所,,鹿児島県垂水市
3679,82,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4656/,未指定,お殿加神社,,鹿児島県垂水市
3680,82,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4657/,市指定有形文化財美術工芸品,垂水人形,,鹿児島県垂水市
3681,82,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4658/,国重要伝統的建造物群保存地区,入来麓,いりきふもと,鹿児島県薩摩川内市
3682,82,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4659/,国指定史跡,清色城跡,きよしきじょうあと,鹿児島県薩摩川内市
3683,82,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4660/,国指定重要文化財,旧増田家住宅,きゅうますだけじゅうたく,鹿児島県薩摩川内市
3684,82,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4661/,市指定,かやぶき門,,鹿児島県薩摩川内市
3685,82,35,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4662/,市指定,元村諏訪神社の例祭に伴う芸能,,鹿児島県薩摩川内市
3686,82,36,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4663/,,入来温泉,,鹿児島県薩摩川内市
3687,82,37,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4664/,,諏訪温泉,,鹿児島県薩摩川内市
3688,82,38,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4665/,,入来郷土館収蔵資料,,鹿児島県薩摩川内市
3689,82,39,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4666/,,里麓,,鹿児島県薩摩川内市
3690,82,40,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4667/,市指定,亀城跡,,鹿児島県薩摩川内市
3691,82,41,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4668/,市指定,里の武者踊,,鹿児島県薩摩川内市
3692,82,42,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4669/,,手打麓,,鹿児島県薩摩川内市
3693,82,43,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4670/,,津口番所跡,,鹿児島県薩摩川内市
3694,82,44,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4671/,市指定,武士踊,,鹿児島県薩摩川内市
3695,82,45,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4672/,,串木野麓,,鹿児島県いちき串木野市
3696,82,46,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4673/,,串木野城跡,,鹿児島県いちき串木野市
3697,82,47,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4674/,,地頭仮屋跡,,鹿児島県いちき串木野市
3698,82,48,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4675/,市指定文化財,旧入来邸武家屋敷,,鹿児島県いちき串木野市
3699,82,49,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4676/,,串木野金山,,鹿児島県いちき串木野市
3700,82,50,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4677/,国重伝建,加世田麓,かせだふもと,鹿児島県南さつま市
3701,82,51,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4678/,国登録有形,旧鰺坂医院,きゅうあじさかいいん,鹿児島県南さつま市
3702,82,52,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4679/,国登録有形,鮫島（健志）家住宅,さめしま（たけし）けじゅうたく,鹿児島県南さつま市
3703,82,53,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4680/,国登録有形,鮫島博家住宅,さめしまひろしけじゅうたく,鹿児島県南さつま市
3704,82,54,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4681/,国登録有形,旧鰺坂家住宅,きゅうあじさかけじゅうたく,鹿児島県南さつま市
3705,82,55,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4682/,未指定,竹田神社,,鹿児島県南さつま市
3706,82,56,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4683/,県有形民俗・国選択,加世田の水車カラクリ,かせだのすいしゃからくり,鹿児島県南さつま市
3707,82,57,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4684/,県無形民俗,士踊（二才踊，稚児踊）,,鹿児島県南さつま市
3708,82,58,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4685/,未指定,加世田鍛冶,,鹿児島県南さつま市
3709,82,59,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4686/,未指定,志布志麓,,鹿児島県志布志市
3710,82,60,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4687/,国指定史跡,志布志城跡,しぶしじょうあと,鹿児島県志布志市
3711,82,61,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4688/,市指定史跡,地頭仮屋跡,,鹿児島県志布志市
3712,82,62,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4689/,国指定名勝,志布志麓庭園（天水氏庭園）,しぶしふもとていえん（あまみずしていえん）,鹿児島県志布志市
3713,82,63,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4690/,国指定名勝,志布志麓庭園（福山氏庭園）,しぶしふもとていえん（ふくやましていえん）,鹿児島県志布志市
3714,82,64,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4691/,国指定名勝,志布志麓庭園（平山氏庭園）,しぶしふもとていえん（ひらやましていえん）,鹿児島県志布志市
3715,82,65,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4692/,国登録,清水氏庭園,きよみずしていえん,鹿児島県志布志市
3716,82,66,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4693/,国登録,鳥濱氏庭園,とりはましていえん,鹿児島県志布志市
3717,82,67,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4694/,市指定史跡,津口番所跡,,鹿児島県志布志市
3718,82,68,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4695/,県指定史跡,宝満寺跡,,鹿児島県志布志市
3719,82,69,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4696/,未指定,大慈寺,,鹿児島県志布志市
3720,82,70,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4697/,国選定,知覧麓,ちらんふもと,鹿児島県南九州市
3721,82,71,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4698/,国指定,知覧城跡,ちらんじょうあと,鹿児島県南九州市
3722,82,72,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4699/,市指定,亀甲城跡,,鹿児島県南九州市
3723,82,73,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4700/,未指定,旧高城邸と高城庵,,鹿児島県南九州市
3724,82,74,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4701/,市指定,知覧型二ツ家民家,,鹿児島県南九州市
3725,82,75,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4702/,国指定,知覧麓庭園,ちらんふもとていえん,鹿児島県南九州市
3726,82,76,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4703/,国選定（環境物件）,知覧武家屋敷の茶生垣,ちらんぶけやしきのちゃいけがき,鹿児島県南九州市
3727,82,77,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4704/,国選定,知覧麓のメインストリート（本馬場通り）のかぎ型の通りと石敢當,ちらんふもとのめいんすとりーと（ほんばばどおり）のかぎがたとおりとせっかんとう,鹿児島県南九州市
3728,82,78,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4705/,未指定,銀杏の巨木,,鹿児島県南九州市
3729,82,79,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4706/,市指定,島津墓地,,鹿児島県南九州市
3730,82,80,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4707/,国選択,豊玉姫神社と水車からくり,とよたまひめじんじゃとすいしゃからくり,鹿児島県南九州市
3731,82,81,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4708/,未指定,豊玉姫陵,,鹿児島県南九州市
3732,82,82,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4709/,未指定,知覧傘提灯,,鹿児島県南九州市
3733,82,83,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4710/,市指定,矢櫃橋,,鹿児島県南九州市
3734,82,84,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4711/,市指定・未指定,ミュージアム知覧収蔵資料,,鹿児島県南九州市
3735,82,85,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4712/,,蒲生麓,,鹿児島県姶良市
3736,82,86,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4713/,市指定史跡,蒲生城跡,,鹿児島県姶良市
3737,82,87,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4714/,県指定有形文化財（建造物）,蒲生御仮屋門,,鹿児島県姶良市
3738,82,88,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4715/,市指定天然記念物,御仮屋犬槙（一ツ葉）,,鹿児島県姶良市
3739,82,89,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4716/,,蒲生八幡神社,,鹿児島県姶良市
3740,82,90,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4717/,国指定特別天然記念物,蒲生のクス,かもうのくす,鹿児島県姶良市
3741,82,91,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4718/,市指定無形民俗文化財,太鼓踊り,,鹿児島県姶良市
3742,82,92,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4719/,,蒲生の紙漉き,,鹿児島県姶良市
3743,82,93,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4720/,県指定史跡,掛橋坂,,鹿児島県姶良市
3744,82,94,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4721/,,芋焼酎,,鹿児島県鹿児島市鹿児島県出水市鹿児島県垂水市鹿児島県薩摩川内市鹿児島県いちき串木野市鹿児島県南さつま市鹿児島県志布志市鹿児島県南九州市鹿児島県姶良市
3745,82,95,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4722/,,さつま揚げ,,鹿児島県鹿児島市鹿児島県出水市鹿児島県垂水市鹿児島県薩摩川内市鹿児島県いちき串木野市鹿児島県南さつま市鹿児島県志布志市鹿児島県南九州市鹿児島県姶良市
3746,83,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4723/,国名勝・県史跡,伊祖城跡,,沖縄県浦添市
3747,83,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4724/,県指定・有形文化財（建造物）,伊祖の高御墓,,沖縄県浦添市
3748,83,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4725/,国史跡,浦添城跡,,沖縄県浦添市
3749,83,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4726/,市史跡,牧港のテラブのガマ,,沖縄県浦添市
3750,83,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4727/,国史跡,浦添ようどれ,,沖縄県浦添市
3751,83,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4728/,国史跡,浦添城の前の碑,,沖縄県浦添市
3752,83,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4729/,国史跡,中頭方西海道,,沖縄県浦添市
3753,83,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4730/,市指定（有形文化財）,琉球交易港図屏風,,沖縄県浦添市
3754,83,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4731/,国重文,旧首里城正殿鐘（万国津梁の鐘）,,沖縄県那覇市
3755,83,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4732/,未指定（史跡）,久米村周辺の史跡・旧跡,,沖縄県那覇市
3756,83,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4733/,未指定（生活文化）,清明祭,,沖縄県那覇市沖縄県浦添市
3757,83,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4734/,未指定（生活文化）,ウサンミ（お供え物）,,沖縄県那覇市沖縄県浦添市
3758,83,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4735/,未指定（史跡）,那覇港周辺の旧跡,,沖縄県那覇市
3759,83,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4736/,市史跡,上天妃宮跡の石門,,沖縄県那覇市
3760,83,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4737/,未指定（記念碑）,久米村600年記念碑,,沖縄県那覇市
3761,83,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4738/,国指定,首里城跡,,沖縄県那覇市
3762,83,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4739/,未指定（史跡）,天使館跡,,沖縄県那覇市
3763,83,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4740/,未指定（生活文化）,御冠船料理,,沖縄県那覇市
3764,83,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4741/,国重文（芸能）,琉球舞踊,,沖縄県那覇市沖縄県浦添市
3765,83,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4742/,国重文（芸能）,組踊,,沖縄県那覇市沖縄県浦添市
3766,83,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4743/,市史跡,玉城朝薫の墓（邊土名家の墓）,,沖縄県浦添市
3767,83,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4744/,国特別名勝,識名園,,沖縄県那覇市
3768,83,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4745/,未指定（史跡）,御茶屋御殿跡,,沖縄県那覇市
3769,83,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4746/,県・市指定（工芸品）,朱漆山水人物箔絵東道盆　他43件（琉球漆器）,,沖縄県浦添市
3770,83,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4747/,未指定（生活文化）,琉球泡盛,,沖縄県那覇市
3771,83,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4748/,未指定（史跡）,首里城　銭蔵跡,,沖縄県那覇市
3772,83,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4749/,未指定（生活文化）,豆腐よう,,沖縄県那覇市沖縄県浦添市
3773,83,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4750/,未指定（生活文化）,桔餅（きっぱん）,,沖縄県那覇市
3774,83,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4751/,国名勝,首里城書院・鎖之間庭園,,沖縄県那覇市
3775,83,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/5577/,市指定（有形文化財）,向姓家譜（邊土名家）,,沖縄県浦添市
3776,84,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4752/,未指定(文化的景観),野付半島,,北海道別海町北海道標津町
3777,84,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6303/,未指定（文化的景観）,知床,,北海道羅臼町
3778,84,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6305/,未指定（文化的景観）,根室半島,,北海道根室市
3779,84,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4753/,国指定重要文化財(考古資料),松法川北岸遺跡出土品,まつのりがわほくがんいせきしゅつどひん,北海道羅臼町
3780,84,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4754/,未指定有形文化財(考古資料),根室半島のオホーツク文化出土品,,北海道根室市
3781,84,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4755/,未指定(史跡),野付通行屋跡遺跡,,北海道別海町
3782,84,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6313/,町指定天然記念物,サケ属魚類の化石,,北海道標津町
3783,84,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4756/,国指定史跡,標津遺跡群伊茶仁カリカリウス遺跡,しべついせきぐんいちゃにカリカリウスいせき,北海道標津町
3784,84,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4757/,未指定(天然記念物),根室海峡沿岸の鮭・鱒遡上河川,,北海道根室市北海道別海町北海道標津町北海道羅臼町
3785,84,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4758/,国指定史跡,根室半島チャシ跡群,ねむろはんとうちゃしあとぐん,北海道根室市
3786,84,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4759/,国指定史跡,西月ヶ岡遺跡,にしつきがおかいせき,北海道根室市
3787,84,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4760/,町指定史跡,タブ山チャシ跡,,北海道標津町
3788,84,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6319/,未指定史跡,望ヶ丘チャシ跡,,北海道標津町
3789,84,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4761/,未指定(史跡),タチニウス北岸チャシ跡,,北海道羅臼町
3790,84,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4762/,社殿・境内未指定(史跡)、奉納品町指定有形文化財(工芸品),標津神社とその奉納品,,北海道標津町
3791,84,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4763/,未指定(史跡),金刀比羅神社,,北海道根室市
3792,84,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4764/,市指定有形文化財(古文書),「俄羅斯舩之圖」「ワシレイラフロウ之圖」,,北海道根室市
3793,84,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4765/,町指定有形文化財(墓碑),会津藩士の墓,,北海道標津町
3794,84,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6331/,未指定史跡,会津藩陣屋跡,,北海道標津町
3795,84,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4766/,町指定有形文化財(古文書),加賀家文書,,北海道別海町
3796,84,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4767/,町登録歴史文化遺産(建造物),旧開拓使別海缶詰所,,北海道別海町
3797,84,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4768/,未指定有形文化財(建造物),碓氷勝三郎商店の酒蔵,,北海道根室市
3798,84,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4769/,未指定有形文化財(歴史資料),根室海峡沿岸の缶詰ラベル,,北海道根室市
3799,84,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4770/,市指定無形民俗文化財(民俗芸能),珸瑤瑁獅子神楽,,北海道根室市
3800,84,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4771/,未指定無形民俗文化財(民俗技術),野付湾の打瀬網漁,,北海道別海町
3801,84,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4772/,未指定無形民俗文化財(民俗技術),根室の昆布漁,,北海道根室市
3802,84,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6343/,北海道指定無形民俗文化財,金刀比羅神社例大祭,,北海道根室市
3803,84,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4773/,未指定有形文化財(建造物),海辺の牛舎跡,,北海道標津町
3804,84,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4774/,国指定史跡,旧奥行臼駅逓所,きゅうおくゆきうすえきていしょ,北海道別海町
3805,84,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4775/,町指定有形文化財(建造物),旧別海村村営軌道風蓮線奥行臼停留所,,北海道別海町
3806,84,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4776/,町指定史跡,標津線関連資産群,,北海道標津町
3807,84,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4777/,町指定有形文化財(建造物),標津線関連資産群,,北海道別海町
3808,84,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4778/,未指定有形民俗文化財,根釧パイロットファーム関連文化財群,,北海道別海町
3809,84,34,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4782/,未指定無形民俗文化財(風俗慣習),山漬の製法,,北海道根室市北海道別海町北海道標津町北海道羅臼町
3810,84,35,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4779/,未指定伝統的建造物群,根釧台地の酪農建造物群,,北海道別海町北海道標津町
3811,84,36,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4780/,未指定文化的景観,根釧台地の格子状防風林,,北海道別海町北海道標津町
3812,84,37,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/6355/,国登録有形文化財,明治公園のサイロ,めいじこうえんのさいろ,北海道根室市
3813,84,38,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4781/,未指定無形民俗文化財(風俗慣習),鮭とばを干す風景,,北海道根室市北海道別海町北海道標津町北海道羅臼町
3814,84,39,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4783/,未指定無形民俗文化財(風俗慣習),鮭飯寿司の文化,,北海道根室市北海道別海町北海道標津町北海道羅臼町
3815,85,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4784/,国指定重要文化財（民俗資料）,浄法寺の漆掻きと浄法寺塗の用具及び製品,,岩手県二戸市
3816,85,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4785/,国選定保存技術,日本産漆生産・精製技術,,岩手県二戸市
3817,85,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4786/,未指定（名勝）,漆の森,,岩手県二戸市
3818,85,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4787/,国指定重要文化財（建造物）,天台寺（本堂・仁王門）,,岩手県二戸市
3819,85,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4788/,県指定文化財（彫刻）,天台寺・舞楽面,,岩手県二戸市
3820,85,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4789/,県指定文化財（絵画）,天台寺・漆絵立花図,,岩手県二戸市
3821,85,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4790/,県指定文化財（歴史資料）,天台寺・観音籤及び筒,,岩手県二戸市
3822,85,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4791/,県指定文化財（歴史資料）,天台寺・二尺半長胴太鼓,,岩手県二戸市
3823,85,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4792/,県指定文化財（民俗資料）,二戸地方の漆蝋関係資料,,岩手県二戸市
3824,85,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4793/,未指定（考古資料）,漆塗石刀（上杉沢遺跡）,,岩手県二戸市
3825,85,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4794/,未指定（名勝）,稲庭岳,,岩手県二戸市
3826,85,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4795/,未指定（民俗資料）,小田島昭夫コレクション,,岩手県二戸市
3827,85,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4796/,未指定（民俗資料）,大村コレクション,,岩手県二戸市
3828,85,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4797/,未指定（民俗資料）,佐藤節良家漆関係資料,,岩手県二戸市
3829,85,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4798/,未指定（民俗資料）,菓子盆コレクション,,岩手県二戸市
3830,85,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4799/,未指定（歴史資料）,映画・「うるし日記」,,岩手県二戸市
3831,85,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4800/,県指定文化財（民俗資料）,安比川上流域の木地師関係資料,,岩手県八幡平市
3832,85,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4801/,県指定文化財（民俗資料）,赤坂田・関家文書,,岩手県八幡平市
3833,85,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4802/,県指定文化財（民俗資料）,木地師元祖略御縁起,,岩手県八幡平市
3834,85,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4803/,八幡平市指定文化財（彫刻）,佐比内　山の神像,,岩手県八幡平市
3835,85,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4804/,未指定（考古資料）,鉢（漆貯蔵）（赤坂田I遺跡）,,岩手県八幡平市
3836,85,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/4805/,未指定（景観）,安比高原ブナの二次林,,岩手県八幡平市
